 ลำดับ, ชื่อท้องถิ่น, อำเภอ, จังหวัด, พื้นที่ (ตร.กม.), ปชก.ณ 30กันยายน62, ภาษีที่ดินและสิ่งปลูกสร้าง, ภาษีโรงเรือนและที่ดิน, ภาษีบำรุงท้องที่, ภาษีป้าย, อากรการฆ่าสัตว์, อากรรังนกอีแอ่น, ภาษีบำรุง อบจ. จากสถานค้าปลีกยาสูบ, ภาษีบำรุง อบจ. จากสถานค้าปลีกน้ำมัน, ค่าธรรมเนียมบำรุง อบจ. จากผู้เข้าพักโรงแรม, ค่าธรรมเนียม, ทรัพย์สิน, สาธารณูปโภค, เบ็ดเตล็ด, รวมรายได้จัดเก็บเอง, ภาษีและค่าธรรมเนียมรถยนต์หรือล้อเลื่อน, -  ภาษีมูลค่าเพิ่มที่จัดเก็บตามประมวลรัษฎากร 5%(อบจ),  - ภาษีมูลค่าเพิ่มตามกฎหมายท้องถิ่น,  - ภาษีมูลค่าเพิ่มตาม พ.ร.บ.กำหนดแผนฯ, ภาษีธุรกิจเฉพาะ, ภาษีสุรา, ภาษีสรรพสามิต, ภาษีการพนัน, ภาษียาสูบ, อากรประมง, ค่าภาคหลวงไม้, ค่าภาคหลวงแร่, ค่าภาคหลวงปิโตรเลียม, รายได้จากกฎหมายอุทยานแห่งชาติ, ค่าธรรมเนียมน้ำบาดาล, ค่าธรรมเนียมการจดทะเบียนสิทธิและนิติกรรมตามประมวลกฎหมายที่ดิน, ภาษีจัดสรรอื่น, รวมรายได้จากรัฐจัดสรร, เงินอุดหนุนทั่วไป, เงินอุดหนุนเฉพาะกิจ, รายได้จากเงินอุดหนุน, รวมรายได้ทั้งสิ้น
"  1,135 ", อบต.ห้วยบง, เมืองชัยภูมิ, ชัยภูมิ,  50.48 ,"  7,977.00 ","  14,628.09 ",  -   ,  -   ,"  8,118.00 ","  12,000.00 ",  -   ,  -   ,  -   ,  -   ,"  457,551.30 ","  411,517.61 ",  -   ,"  96,037.74 ","  999,852.74 ","  365,480.72 ",  -   ,"  3,076,012.64 ","  9,186,334.64 ","  50,775.30 ",  -   ,"  6,068,873.12 ",  -   ,  -   ,  -   ,  -   ,"  54,427.31 ","  53,905.12 ",  -   ,"  9,610.00 ","  805,825.00 ",  -   ,"  19,671,243.85 ","  33,681,292.00 ",  -   ,"  33,681,292.00 ","  54,352,388.59 "
"  1,136 ", อบต.กุดชุมแสง, หนองบัวแดง, ชัยภูมิ,  100.50 ,"  14,251.00 ",  562.23 ,  -   ,"  1,030.35 ","  5,906.00 ",  200.00 ,  -   ,  -   ,  -   ,  -   ,"  86,540.50 ","  519,501.13 ",  -   ,"  212,000.00 ","  825,740.21 ","  505,947.44 ",  -   ,"  5,433,124.94 ","  11,168,760.79 ","  89,680.85 ",  -   ,"  10,718,928.19 ",  -   ,  -   ,  -   ,  -   ,"  95,921.59 ","  95,162.28 ","  15,915.50 ","  21,370.00 ","  496,101.00 ","  2,328.00 ","  28,643,240.58 ","  50,816,618.00 ","  20,954,034.00 ","  71,770,652.00 ","  101,239,632.79 "
"  1,137 ", อบต.คูเมือง, หนองบัวแดง, ชัยภูมิ,  234.80 ,"  12,257.00 ","  25,446.60 ","  2,174.00 ","  1,148.68 ","  30,071.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  256,215.90 ","  326,751.04 ","  646,876.00 ","  634,023.00 ","  1,922,706.22 ","  462,428.34 ",  -   ,"  4,703,785.52 ","  10,498,077.27 ","  77,645.52 ",  -   ,"  9,280,539.07 ",  -   ,  -   ,  -   ,  -   ,"  83,287.28 ","  82,444.40 ","  15,915.50 ","  5,100.00 ","  108,350.00 ",  -   ,"  25,317,572.90 ","  43,932,514.19 ","  5,600,487.00 ","  49,533,001.19 ","  76,773,280.31 "
"  1,138 ", อบต.ถ้ำวัวแดง, หนองบัวแดง, ชัยภูมิ,  194.50 ,"  10,321.00 ","  24,420.87 ",  -   ,  -   ,"  13,100.00 ",  192.00 ,  -   ,  -   ,  -   ,  -   ,"  44,368.00 ","  478,276.88 ",  -   ,"  460,745.49 ","  1,021,103.24 ","  418,110.04 ",  -   ,"  3,959,392.81 ","  9,837,717.76 ","  65,356.72 ",  -   ,"  7,811,690.86 ",  -   ,  -   ,  -   ,  -   ,"  70,028.39 ","  69,378.90 ","  8,847.00 ",  510.00 ,  -   ,"  1,775.10 ","  22,242,807.58 ","  33,762,430.37 ","  6,639,442.00 ","  40,401,872.37 ","  63,665,783.19 "
"  1,139 ", อบต.ท่าใหญ่, หนองบัวแดง, ชัยภูมิ,  116.00 ,"  9,169.00 ","  8,608.60 ",  18.87 ,"  6,044.68 ","  16,988.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  162,901.00 ","  231,205.95 ",  -   ,"  62,493.00 ","  488,260.10 ","  390,847.83 ",  -   ,"  3,501,406.79 ","  9,469,877.39 ","  57,795.83 ",  -   ,"  6,907,950.36 ",  -   ,  -   ,  -   ,  -   ,"  61,854.45 ","  61,336.56 ","  8,847.00 ","  2,530.00 ","  11,008.00 ","  2,020.50 ","  20,475,474.71 ","  31,076,450.00 ","  34,470.00 ","  31,110,920.00 ","  52,074,654.81 "
"  1,140 ", อบต.นางแดด, หนองบัวแดง, ชัยภูมิ,  664.00 ,"  14,419.00 ","  39,380.45 ",  405.00 ,"  2,805.12 ","  23,440.00 ","  4,310.00 ",  -   ,  -   ,  -   ,  -   ,"  158,669.50 ","  335,835.62 ",  -   ,"  158,239.04 ","  723,084.73 ","  511,107.63 ",  -   ,"  5,520,648.16 ","  11,174,342.47 ","  91,128.30 ",  -   ,"  10,892,024.46 ",  -   ,  -   ,  -   ,  -   ,"  97,666.35 ","  96,741.86 ",  -   ,  10.00 ,"  105,948.00 ",  -   ,"  28,489,617.23 ","  48,256,877.96 ","  198,140.00 ","  48,455,017.96 ","  77,667,719.92 "
"  1,141 ", อบต.วังชมภู, หนองบัวแดง, ชัยภูมิ,  121.00 ,"  8,241.00 ","  12,847.03 ",  920.00 ,"  7,871.78 ","  2,655.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  241,711.00 ","  154,913.51 ",  -   ,"  226,611.10 ","  647,529.42 ","  370,161.45 ",  -   ,"  3,153,246.28 ","  9,060,829.73 ","  52,046.11 ",  -   ,"  6,220,629.42 ",  -   ,  -   ,  -   ,  -   ,"  41,005.63 ","  55,190.00 ",  -   ,  -   ,  -   ,"  1,746.00 ","  18,954,854.62 ","  43,880,426.34 ",  -   ,"  43,880,426.34 ","  63,482,810.38 "
"  1,142 ", อบต.หนองแวง, หนองบัวแดง, ชัยภูมิ,  342.00 ,"  15,416.00 ","  8,668.22 ",  -   ,"  30,472.32 ","  26,485.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  261,169.20 ","  318,469.35 ",  -   ,"  305,110.00 ","  950,374.09 ","  534,214.32 ",  -   ,"  5,908,896.39 ","  11,549,952.84 ","  97,538.12 ",  -   ,"  11,658,185.50 ",  -   ,  -   ,  -   ,  -   ,"  104,611.49 ","  103,563.24 ",  -   ,"  28,143.50 ","  126,484.00 ",  -   ,"  30,111,589.40 ","  53,164,302.08 ","  23,899,375.00 ","  77,063,677.08 ","  108,125,640.57 "
"  1,143 ", อบต.วังตะเฆ่, หนองบัวระเหว, ชัยภูมิ,  306.00 ,"  14,462.00 ","  31,595.82 ",  -   ,"  17,709.60 ","  81,813.00 ","  2,402.00 ",  -   ,  -   ,  -   ,  -   ,"  126,209.10 ","  57,391.70 ",  -   ,"  102,008.00 ","  419,129.22 ","  512,477.53 ",  -   ,"  5,542,786.71 ","  11,145,427.81 ","  91,491.15 ",  -   ,"  10,935,304.39 ",  -   ,  -   ,  -   ,  -   ,"  126,241.93 ","  68,714.06 ","  8,847.00 ","  1,010.00 ",  -   ,  -   ,"  28,432,300.58 ","  35,820,154.00 ","  2,535,391.00 ","  38,355,545.00 ","  67,206,974.80 "
"  1,144 ", อบต.โสกปลาดุก, หนองบัวระเหว, ชัยภูมิ,  33.76 ,"  4,332.00 ",  858.18 ,"  1,275.00 ","  6,859.00 ","  2,642.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  224,931.35 ","  57,898.92 ","  673,218.00 ","  23,270.00 ","  990,952.45 ","  280,474.66 ",  -   ,"  1,649,182.04 ","  8,042,117.64 ","  27,223.46 ",  -   ,"  3,253,879.69 ",  -   ,  -   ,  -   ,"  7,125.00 ","  29,226.60 ","  28,911.56 ",  -   ,  520.00 ,"  330,488.00 ",  -   ,"  13,649,148.65 ","  9,020,501.53 ","  5,170,456.00 ","  14,190,957.53 ","  28,831,058.63 "
"  1,145 ", อบจ.ชุมพร, เมืองชุมพร, ชุมพร,,,  -   ,  -   ,  -   ,  -   ,  -   ,"  1,571,942.50 ","  21,344,774.10 ","  12,430,341.33 ","  689,473.27 ","  2,949,394.76 ","  4,362,825.86 ",  -   ,"  1,951,000.00 ","  45,299,751.82 ","  191,643,551.34 ","  32,164,390.91 ",  -   ,"  95,118,181.43 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  2,820,918.82 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  321,747,042.50 ","  259,664,500.00 ","  34,993,265.00 ","  294,657,765.00 ","  661,704,559.32 "
"  1,146 ", เทศบาลเมืองชุมพร, เมืองชุมพร, ชุมพร,  21.10 ,"  33,706.00 ","  1,090,941.95 ","  36,804.75 ","  4,709.88 ","  6,946,302.55 ","  336,061.00 ","  62,399.89 ",  -   ,  -   ,  -   ,"  4,103,116.77 ","  22,773,321.06 ","  3,065,170.24 ","  2,414,096.71 ","  40,832,924.80 ","  1,936,995.39 ",  -   ,"  14,371,158.38 ","  95,238,839.34 ","  567,123.11 ",  -   ,"  25,456,201.16 ",  -   ,  -   ,  -   ,  -   ,"  305,242.36 ","  226,068.16 ",  -   ,  -   ,"  19,435,589.00 ",  -   ,"  157,537,216.90 ","  175,050,628.60 ","  6,319,800.00 ","  181,370,428.60 ","  379,740,570.30 "
"  1,147 ", เทศบาลเมืองหลังสวน, หลังสวน, ชุมพร,  16.73 ,"  11,100.00 ","  454,591.67 ","  629,184.65 ","  52,697.40 ","  1,402,891.41 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  3,072,018.25 ","  5,665,469.82 ","  1,420,482.54 ","  7,223,179.46 ","  19,982,915.10 ","  849,567.92 ",  -   ,"  4,737,315.58 ","  36,287,456.27 ","  186,967.78 ",  -   ,"  8,391,671.64 ",  -   ,  -   ,  -   ,  -   ,"  100,836.00 ","  74,558.43 ",  -   ,  -   ,"  6,346,805.00 ",  -   ,"  56,975,178.62 ","  66,540,182.00 ","  10,681,876.20 ","  77,222,058.20 ","  154,180,151.92 "
"  1,148 ", เทศบาลตำบลท่าแซะ, ท่าแซะ, ชุมพร,  3.31 ,"  2,057.00 ",  -   ,"  6,000.00 ","  1,339.22 ","  321,243.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  1,168,631.82 ","  344,170.72 ",  -   ,"  8,500.00 ","  1,912,284.66 ","  514,352.80 ",  -   ,"  896,788.25 ","  12,194,489.23 ","  35,396.89 ",  -   ,"  1,588,612.64 ",  -   ,  -   ,  -   ,  -   ,"  19,122.51 ","  14,119.94 ",  -   ,  -   ,"  969,988.00 ",  -   ,"  16,232,870.26 ","  12,658,041.00 ",  -   ,"  12,658,041.00 ","  30,803,195.92 "
"  1,149 ", เทศบาลตำบลเนินสันติ, ท่าแซะ, ชุมพร,  5.90 ,"  1,860.00 ","  97,460.52 ",  675.00 ,  -   ,"  686,796.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  398,759.60 ","  482,098.17 ",  -   ,"  16,040.00 ","  1,744,229.19 ","  495,485.29 ",  -   ,"  802,856.52 ","  12,260,591.70 ","  31,689.45 ",  -   ,"  1,422,223.18 ",  -   ,  -   ,  -   ,  -   ,"  17,123.95 ","  12,641.77 ",  -   ,  -   ,"  750,555.00 ",  -   ,"  15,793,166.86 ","  14,849,218.00 ","  1,982,894.00 ","  16,832,112.00 ","  34,369,508.05 "
"  1,150 ", เทศบาลตำบลทุ่งตะไคร, ทุ่งตะโก, ชุมพร,  64.81 ,"  6,117.00 ","  428,050.93 ","  46,918.00 ","  3,428.33 ","  809,856.00 ","  6,940.00 ","  62,399.90 ",  -   ,  -   ,  -   ,"  619,051.00 ","  354,969.20 ","  246,585.00 ","  263,047.31 ","  2,841,245.67 ","  616,354.49 ",  -   ,"  2,602,539.96 ","  8,417,402.64 ","  102,675.53 ",  -   ,"  4,609,620.51 ",  -   ,  -   ,  -   ,  -   ,"  54,996.50 ","  40,891.19 ",  -   ,  -   ,"  4,810,973.00 ",  -   ,"  21,255,453.82 ","  24,279,023.00 ",  -   ,"  24,279,023.00 ","  48,375,722.49 "
"  1,151 ", เทศบาลตำบลปากตะโก, ทุ่งตะโก, ชุมพร,  45.00 ,"  4,150.00 ","  25,842.01 ",  809.00 ,"  3,118.56 ","  15,077.40 ",  -   ,"  9,931,872.82 ",  -   ,  -   ,  -   ,"  167,681.17 ","  828,741.41 ",  -   ,"  95,738.76 ","  11,068,881.13 ","  516,001.49 ",  -   ,"  1,782,122.93 ","  14,195,123.49 ","  70,353.96 ",  -   ,"  3,157,097.93 ",  -   ,  -   ,  -   ,  -   ,"  38,126.90 ","  28,081.29 ",  -   ,  -   ,"  874,511.00 ",  -   ,"  20,661,418.99 ","  17,749,447.00 ","  936,645.00 ","  18,686,092.00 ","  50,416,392.12 "
"  1,152 ", เทศบาลตำบลชุมโค, ปะทิว, ชุมพร,  196.00 ,"  10,719.00 ","  6,178.74 ","  21,353.00 ","  88,485.85 ","  63,140.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  1,154,374.00 ","  773,309.42 ","  393,965.00 ","  153,711.00 ","  2,716,916.91 ","  844,026.96 ",  -   ,"  4,698,074.75 ","  9,952,338.28 ","  185,659.90 ",  -   ,"  8,325,335.30 ",  -   ,  -   ,  -   ,  -   ,"  102,471.17 ","  74,366.21 ",  -   ,  -   ,"  1,852,850.00 ",  -   ,"  26,035,122.57 ","  34,183,847.52 ","  2,993,816.00 ","  37,177,663.52 ","  65,929,703.00 "
"  1,153 ", เทศบาลตำบลทะเลทรัพย์, ปะทิว, ชุมพร,  78.71 ,"  5,009.00 ","  31,814.14 ",  -   ,"  5,187.00 ","  72,736.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  101,939.50 ","  335,498.47 ","  2,036,374.00 ","  166,235.00 ","  2,812,184.01 ","  663,902.23 ",  -   ,"  2,141,803.25 ","  7,406,469.24 ","  84,522.25 ",  -   ,"  3,793,875.74 ",  -   ,  -   ,  -   ,  -   ,"  45,503.38 ","  33,694.02 ",  -   ,  -   ,"  830,544.00 ",  -   ,"  15,000,314.11 ","  20,514,235.00 ","  48,702.00 ","  20,562,937.00 ","  38,375,435.12 "
"  1,154 ", เทศบาลตำบลบางสน, ปะทิว, ชุมพร,  83.87 ,"  3,463.00 ","  167,058.45 ","  2,175.00 ","  5,275.60 ","  47,046.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  173,477.30 ","  137,262.45 ","  1,396,050.00 ","  185,070.00 ","  2,175,814.70 ","  572,494.41 ",  -   ,"  1,464,759.43 ","  7,090,150.65 ","  57,783.94 ",  -   ,"  2,594,332.54 ",  -   ,  -   ,  -   ,  -   ,"  30,913.96 ","  23,007.66 ",  -   ,  -   ,"  825,942.00 ",  -   ,"  12,659,384.59 ","  9,775,208.00 ","  28,718,072.00 ","  38,493,280.00 ","  53,328,479.29 "
"  1,155 ", เทศบาลตำบลปะทิว, ปะทิว, ชุมพร,  1.86 ,"  1,405.00 ","  77,489.73 ",  640.00 ,  28.50 ,"  147,244.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  534,552.70 ","  801,736.58 ",  -   ,"  93,201.00 ","  1,717,292.41 ","  495,967.72 ",  -   ,"  612,984.38 ","  12,526,127.08 ","  24,188.84 ",  -   ,"  1,085,789.37 ",  -   ,  -   ,  -   ,  -   ,"  13,008.74 ","  9,640.80 ",  -   ,  -   ,"  154,328.00 ",  -   ,"  14,922,034.93 ","  13,128,065.00 ","  3,255,127.00 ","  16,383,192.00 ","  33,022,519.34 "
"  1,156 ", เทศบาลตำบลมาบอำมฤต, ปะทิว, ชุมพร,  7.88 ,"  3,884.00 ","  159,555.80 ","  31,124.00 ","  7,695.95 ","  356,819.00 ","  20,870.00 ","  62,399.90 ",  -   ,  -   ,  -   ,"  2,010,950.70 ","  1,388,899.06 ",  -   ,"  466,158.25 ","  4,504,472.66 ","  505,497.73 ",  -   ,"  1,687,507.64 ","  13,721,020.70 ","  66,582.32 ",  -   ,"  2,989,002.68 ",  -   ,  -   ,  -   ,  -   ,"  35,728.65 ","  26,526.06 ",  -   ,  -   ,"  824,927.00 ",  -   ,"  19,856,792.78 ","  24,108,352.00 ","  1,417,575.00 ","  25,525,927.00 ","  49,887,192.44 "
"  1,157 ", เทศบาลตำบลสะพลี, ปะทิว, ชุมพร,  6.15 ,"  2,204.00 ","  21,066.36 ",  180.00 ,  410.40 ,"  88,854.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  1,731,195.30 ","  438,430.63 ","  131,679.00 ","  55,117.00 ","  2,529,332.59 ","  526,874.76 ",  -   ,"  947,077.13 ","  12,303,091.90 ","  37,389.74 ",  -   ,"  1,677,801.22 ",  -   ,  -   ,  -   ,  -   ,"  24,283.68 ","  10,918.34 ",  -   ,  -   ,"  843,578.00 ",  -   ,"  16,371,014.77 ","  13,314,733.00 ","  8,559.00 ","  13,323,292.00 ","  32,223,639.36 "
"  1,158 ", เทศบาลตำบลพะโต๊ะ, พะโต๊ะ, ชุมพร,  6.66 ,"  1,500.00 ","  19,993.97 ",  667.00 ,  10.45 ,"  84,227.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  385,092.30 ","  400,522.68 ",  -   ,"  74,975.90 ","  1,027,889.20 ","  499,440.71 ",  -   ,"  652,547.41 ","  13,847,284.50 ","  25,778.82 ",  -   ,"  1,156,236.62 ",  -   ,  -   ,  -   ,  -   ,"  14,135.21 ","  10,312.45 ",  -   ,  -   ,"  21,586.00 ",  -   ,"  16,227,321.72 ","  13,233,502.00 ","  5,922.00 ","  13,239,424.00 ","  30,494,634.92 "
"  1,159 ", เทศบาลตำบลขุนกระทิง, เมืองชุมพร, ชุมพร,  19.94 ,"  4,217.00 ",  520.50 ,"  8,430.00 ","  4,843.40 ","  340,733.00 ",  -   ,"  47,679.19 ",  -   ,  -   ,  -   ,"  370,035.40 ","  375,364.41 ","  371,385.00 ","  11,670.79 ","  1,530,661.69 ","  628,727.72 ",  -   ,"  1,789,269.21 ","  7,235,221.22 ","  65,564.28 ",  -   ,"  3,168,895.90 ",  -   ,  -   ,  -   ,  -   ,"  651,672.26 ","  28,078.35 ",  -   ,  -   ,"  1,622,777.12 ",  -   ,"  15,190,206.06 ","  9,440,192.98 ","  228,572.82 ","  9,668,765.80 ","  26,389,633.55 "
"  1,160 ", เทศบาลตำบลท่ายาง, เมืองชุมพร, ชุมพร,  27.89 ,"  10,233.00 ","  151,671.87 ","  6,166.00 ",  -   ,"  144,396.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  702,141.20 ","  400,719.78 ","  36,600.00 ","  911,452.00 ","  2,415,546.75 ","  808,227.47 ",  -   ,"  4,367,906.82 ","  20,815,145.57 ","  172,313.52 ",  -   ,"  7,736,315.95 ",  -   ,  -   ,  -   ,  -   ,"  92,205.88 ","  68,612.34 ",  -   ,  -   ,"  2,403,178.00 ",  -   ,"  36,463,905.55 ","  37,357,986.00 ","  30,083,067.00 ","  67,441,053.00 ","  106,320,505.30 "
"  1,161 ", เทศบาลตำบลนาชะอัง, เมืองชุมพร, ชุมพร,  41.32 ,"  6,874.00 ","  76,634.19 ",  -   ,  -   ,"  153,786.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  222,230.20 ","  482,200.19 ",  -   ,"  77,000.00 ","  1,074,250.48 ","  696,912.54 ",  -   ,"  2,902,601.84 ","  8,634,413.02 ","  114,526.02 ",  -   ,"  5,141,253.74 ",  -   ,  -   ,  -   ,  -   ,"  61,464.53 ","  45,627.84 ",  -   ,  -   ,"  2,373,139.00 ",  -   ,"  19,969,938.53 ","  18,779,593.00 ","  7,338,994.00 ","  26,118,587.00 ","  47,162,776.01 "
"  1,162 ", เทศบาลตำบลบางลึก, เมืองชุมพร, ชุมพร,  35.87 ,"  8,822.00 ","  89,532.06 ",  -   ,  -   ,"  179,875.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  526,803.25 ","  463,239.01 ","  464,936.62 ","  10,805.00 ","  1,797,590.84 ","  746,561.31 ",  -   ,"  3,722,830.12 ","  9,218,644.56 ","  146,898.11 ",  -   ,"  6,594,205.99 ",  -   ,  -   ,  -   ,  -   ,"  78,924.60 ","  58,537.10 ",  -   ,  -   ,"  2,613,559.00 ","  2,968.20 ","  23,183,128.99 ","  27,149,121.89 ",  -   ,"  27,149,121.89 ","  52,129,841.72 "
"  1,163 ", เทศบาลตำบลบางหมาก, เมืองชุมพร, ชุมพร,  47.58 ,"  7,004.00 ","  17,222.78 ","  5,015.00 ",  752.59 ,"  53,038.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  158,890.70 ","  172,912.56 ","  594,524.00 ","  695,885.00 ","  1,760,640.53 ","  701,341.78 ",  -   ,"  2,888,901.36 ","  8,750,813.15 ","  113,932.25 ",  -   ,"  5,116,285.41 ",  -   ,  -   ,  -   ,  -   ,"  60,628.77 ","  45,318.39 ",  -   ,  -   ,"  3,026,953.00 ",  -   ,"  20,704,174.11 ","  25,422,464.00 ","  30,431,593.00 ","  55,854,057.00 ","  78,318,871.64 "
"  1,164 ", เทศบาลตำบลปากน้ำชุมพร, เมืองชุมพร, ชุมพร,  0.81 ,"  6,685.00 ","  57,078.04 ","  7,096.00 ",  -   ,"  218,334.00 ",  -   ,"  915,089.14 ",  -   ,  -   ,  -   ,"  320,375.30 ","  435,119.50 ","  7,800.00 ","  538,041.06 ","  2,498,933.04 ","  641,323.79 ",  -   ,"  2,893,086.76 ","  17,511,389.95 ","  114,209.92 ",  -   ,"  5,125,184.40 ",  -   ,  -   ,  -   ,  -   ,"  61,873.33 ","  45,583.27 ",  -   ,  -   ,"  522,570.00 ",  -   ,"  26,915,221.42 ","  34,910,094.77 ",  -   ,"  34,910,094.77 ","  64,324,249.23 "
"  1,165 ", เทศบาลตำบลวังไผ่, เมืองชุมพร, ชุมพร,  10.85 ,"  6,879.00 ","  960,309.49 ","  24,117.00 ","  1,746.20 ","  2,804,866.00 ","  69,190.00 ","  62,399.90 ",  -   ,  -   ,  -   ,"  1,571,586.26 ","  586,655.40 ",  -   ,"  424,297.00 ","  6,505,167.25 ","  644,937.51 ",  -   ,"  2,920,463.14 ","  16,661,192.35 ","  115,177.35 ",  -   ,"  5,172,182.82 ",  -   ,  -   ,  -   ,  -   ,"  61,291.93 ","  45,813.68 ",  -   ,  -   ,"  3,767,630.00 ",  -   ,"  29,388,688.78 ","  24,986,759.00 ",  -   ,"  24,986,759.00 ","  60,880,615.03 "
"  1,166 ", เทศบาลตำบลวังใหม่, เมืองชุมพร, ชุมพร,  93.44 ,"  9,299.00 ","  64,184.46 ",  959.00 ,"  2,786.34 ","  122,829.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  523,346.90 ","  427,796.01 ",  -   ,"  49,780.00 ","  1,254,081.61 ","  772,602.42 ",  -   ,"  3,911,949.63 ","  9,451,188.52 ","  154,465.59 ",  -   ,"  6,930,576.33 ",  -   ,  -   ,  -   ,  -   ,"  84,011.82 ","  61,696.49 ",  -   ,  -   ,"  1,037,579.00 ",  -   ,"  22,404,069.80 ","  27,143,400.00 ",  -   ,"  27,143,400.00 ","  50,801,551.41 "
"  1,167 ", เทศบาลตำบลหาดทรายรี, เมืองชุมพร, ชุมพร,  30.00 ,"  4,223.00 ","  39,366.02 ","  7,801.00 ","  1,066.75 ","  107,717.00 ",  -   ,"  1,389.60 ",  -   ,  -   ,  -   ,"  294,518.00 ","  117,228.56 ","  1,240,373.00 ","  64,590.00 ","  1,874,049.93 ","  530,880.52 ",  -   ,"  1,784,621.13 ","  7,211,416.16 ","  70,409.31 ",  -   ,"  3,160,952.86 ",  -   ,  -   ,  -   ,  -   ,"  43,236.78 ","  22,543.64 ",  -   ,  -   ,"  855,050.00 ",  -   ,"  13,679,110.40 ","  16,251,363.00 ","  9,289,700.29 ","  25,541,063.29 ","  41,094,223.62 "
"  1,168 ", เทศบาลตำบลละแม, ละแม, ชุมพร,  5.22 ,"  3,012.00 ","  42,572.51 ","  4,861.00 ",  258.40 ,"  122,070.00 ","  17,340.00 ","  62,399.90 ",  -   ,  -   ,  -   ,"  239,466.50 ","  1,232,666.12 ",  -   ,"  12,882.00 ","  1,734,516.43 ","  506,277.53 ",  -   ,"  1,274,059.20 ","  12,706,884.89 ","  50,240.65 ",  -   ,"  2,256,302.81 ",  -   ,  -   ,  -   ,  -   ,"  26,680.66 ","  19,976.38 ",  -   ,  -   ,"  1,261,634.00 ",  -   ,"  18,102,056.12 ","  16,658,531.00 ",  -   ,"  16,658,531.00 ","  36,495,103.55 "
"  1,169 ", เทศบาลตำบลนาโพธิ์, สวี, ชุมพร,  3.00 ,"  3,013.00 ","  76,216.32 ",  -   ,  -   ,"  252,123.00 ","  11,900.00 ","  62,399.90 ",  -   ,  -   ,  -   ,"  882,522.60 ","  1,299,530.70 ",  -   ,"  96,680.00 ","  2,681,372.52 ","  519,019.12 ",  -   ,"  1,282,001.14 ","  13,265,248.11 ","  50,591.59 ",  -   ,"  2,270,865.98 ",  -   ,  -   ,  -   ,  -   ,"  27,234.80 ","  20,167.63 ",  -   ,  -   ,"  567,911.00 ",  -   ,"  18,003,039.37 ","  19,085,332.00 ","  11,367.00 ","  19,096,699.00 ","  39,781,110.89 "
"  1,170 ", เทศบาลตำบลนาโพธิ์พัฒนา, สวี, ชุมพร,  46.50 ,"  4,929.00 ",  68.00 ,"  106,424.25 ","  10,421.40 ","  363,925.00 ",  -   ,"  62,399.90 ",  -   ,  -   ,  -   ,"  175,599.20 ","  291,323.44 ","  547,628.75 ","  313,070.23 ","  1,870,860.17 ","  664,847.61 ",  -   ,"  2,114,470.12 ","  7,391,109.52 ","  83,432.91 ",  -   ,"  3,745,318.28 ",  -   ,  -   ,  -   ,  -   ,"  44,812.96 ","  33,245.18 ",  -   ,  -   ,"  2,040,179.00 ",  -   ,"  16,117,415.58 ","  16,698,221.00 ",  -   ,"  16,698,221.00 ","  34,686,496.75 "
"  1,171 ", เทศบาลตำบลท่ามะพลา, หลังสวน, ชุมพร,  25.42 ,"  3,282.00 ","  50,041.36 ",  -   ,"  1,912.55 ","  211,941.00 ",  -   ,"  173,104.73 ",  -   ,  -   ,  -   ,"  23,821.20 ","  83,677.11 ",  -   ,"  130,045.00 ","  674,542.95 ","  606,980.61 ",  -   ,"  1,394,032.39 ","  7,060,252.41 ","  55,017.11 ",  -   ,"  2,469,370.52 ",  -   ,  -   ,  -   ,  -   ,"  29,660.32 ","  21,937.87 ",  -   ,  500.00 ,"  875,657.00 ",  -   ,"  12,513,408.23 ","  10,267,814.00 ","  7,595,395.00 ","  17,863,209.00 ","  31,051,160.18 "
